review,sentiment
"What a night. Perry Mason then Have Gun, Will Travel followed by Gunsmoke (when it was a half hour) and finally at 10:30PM came 'Sea Hunt' with its wonderful opening theme music and Mike's boat sailing off to a new adventure. Terrific.. Regardless of the story it was the lead character (played by Lloyd Bridges), strong, honest, sincere. A Man's Man and a Boy's Man. This brought on an interest in boats that lasted for years. Why they don't show on cable or make it available on video, no idea.. Too bad.",positive
"Initially, I would have thought that Secret Sunshine had something critical to say of religion (and here being Christianity), and wondered if it would be something of a rant against the ills of blind faith, or the manipulative power of those who are supposedly holier than thou. Surprisingly, it was none of the sort and was largely non-judgemental, putting in place events as a matter of fact, and allowing the audience to draw their own judgement and conclusion.<br /><br />And I can't help but to chuckle at the role of Song Kang-ho, a man who's taken a liking for widower Shin-ae (Jeong Do-yeon), and starts going to church when she does. The reasons for church going are many I suppose, either to find inner peace, to seek help, being afraid of eternal damnation in the fires of Hell, to reaffirm faith, or even things like wanting to get married in a church, or to skirt chase (I kid you not). But to each his own reasons for turning up in church every Sunday and participating in prayer groups for fellowship, what is indeed dangerous, is when the underlying ulterior motives, do not get satisfied, and that's when frustration sets in. Or when you discover how hypocritical man can be, portraying one face inside the house of God, and displaying yet another outside.<br /><br />Shin-ae and her son Jun moves to the town of Miryang, which is the birthplace of her deceased husband. Wanting to start life anew, she opens up a piano shop to give lessons, though in discovering her new found freedom and in a moment's lack of good judgement, has another tragedy befall her. And that takes one hour to get to. Secret Sunshine really took its time to get to this point, where things then begin to get slightly more interesting with Shin-ae now taking to embracing religion to deal with and accept her current state, reveling in the comfort that religion, and fellow believers, can offer.<br /><br />What began as crying out for sympathy turns into acceptance and belief that religion offers that silver bullet to solve the ills of all mankind, and sometimes you wonder if it's because of your personal myopic view of what the almighty is doing for you, that you begin to adopt a somewhat selfish opinion that everything's good going your way, and in Shin-ae's case, her magnanimous attitude in wanting to forgive others who had trespassed against her, forgetting something very fundamental that it the feeling can cut both ways too.<br /><br />The last act is probably the most fun of the lot as it says plenty, where most of us can identify with - why me, and why not someone else, as we rage against our faith and start questioning, unfortunately, with no hard and fast answers available. It is then either we fall by the wayside, or continue with destructive deeds so rebelliously. But somehow the plug gets carefully pulled in Secret Sunshine so as not to offend, and what could have been an ugly character mouthpiece, got muted.<br /><br />If you bite into the hype this movie is generating, then perhaps you'll realize only Jeong Do- yeon's excellent portrayal is worth mentioning, as she totally owns her role as the widow Shin-ae who is probably the most unluckiest person on Earth in having to deal with that many tragedies over a short period of time, and if you look at it carefully, most of which are of her own doing. Watching her transformation, is worth the ticket price, and despite having my personal favourite Korean actor Song Kang-ho in the movie, this is something he just breezed right through.",positive
"The world is a terrible place. But this movie is farce and it's fun. And if you don't like it... you don't get it... and if you don't get... it doesn't matter. It's up to you if you want to play along. Every actor in this one had fun. It's only a joke. And that's good enough for me. Gabriel Byrne is priceless. Byrne and Paul Anka doing MY WAY is, as ""Vic"" puts it, ""...the best version ever"". Okay... it's no masterpiece, but it's not bad. I was warned against seeing it, but I'm sure glad I did...",positive
"I like Dylan Moran from his work in Black Books, although I found some of his stand-up to be really indulgent in terms of long confused gaps... however I was intrigued to see this film starring he and Michael Caine and curiosity got the better of me.<br /><br />I was stunned.<br /><br />Dylan's vocal range and characterisation of the different people he was playing in the film was absolutely perfect, something beyond the skills of a mere stand-up comedian and really truly on a par with alec guinness, john hurt and the other greats- truly he was skilled in his portrayal.<br /><br />Michael Caine was a very convincing prima donna and the standard british film device of having a precocious child on hand to be overly wise and withering worked- the only aspect I didn't really like was the unbelieveable plot feature of the chemistry between Dolores and the cockney gangsta's hard man played by Dylan.<br /><br />Other than that, it was great.<br /><br />I also like the non-cop-out ending where it did end up happily ever after, but with MC getting a beating. OK, it's not exactly being strung up by your goolies and beijng disembowelled (which is what a real crime boss would do to you if you nicked £50k off them) but it showed at least a small measure of reality in the story.<br /><br />I liked the film, and I would recommend it to anyone- but- I would also warn them not to turn it off after 15 minutes because it started a bit slow. If you stick it out, then it will all come back.<br /><br />And with regards to the swearing- well, they're in Ireland. It wouldn't be real otherwise.",positive
"With the release of Peter Jackson's famed ""Lord of the Rings"" trilogy, it is even easier to dismiss Ralph Bakshi's 1978 animated Lord of the Rings film as inferior. I agree with the majority that Jackson's trilogy is the essential film adaptation of Tolkien's work, but that does not prevent me from enjoying Bakshi's ambitious pioneering effort. Jackson has admitted that he received at least some inspiration from seeing Bakshi's film and there are some clear similarities between their adaptations.<br /><br />The film's colorful picturesque backdrops are excellent and the score is memorable. I was for the most part satisfied by the drawings of the characters. The pairs of Pippin and Merry and Eowyn and Galadriel are mostly indistinguishable from each other visually, the Balrog and Treebeard were unimpressive, but these points didn't bother me very much. However, the Nazgul are aptly drawn and made sufficiently eerie. The only character representation I was bothered by was Sam's; he was made to look unbecomingly silly.<br /><br />This film is novel for its animation techniques. In addition to hand-drawn characters, live actors are incorporated into the animation through rotoscoping. It is quite apparent which characters are hand-drawn and which are rotoscoped, but none the less I found that the film's style was a novelty. The use of rotoscoped live actors for the battle scenes was a good decision and helped these scenes turn out well.<br /><br />The voice acting was generally of high quality. Particularly good was John Hurt, who provided an authoritative voice for Aragorn. Aragorn isn't a favorite character of mine from the stories, but backed by John Hurt's voice he was my favorite character in this adaptation. My other favorite was William Squire, whose voice is appropriately strong for Gandalf. The only actor who seemed inappropriate was Michael Scholes as Sam, whose voice acting was irritating and added to Sam's unfortunately silly image. The only other bothersome part of the voice acting is the mispronunciation of character and place names. Particularly strange was the decision to frequently have Saruman referred to as ""Aruman"".<br /><br />In producing this film, Ralph Bakshi expected to have the ability to produce two films. Hence, this film contains about half the story, from the start of ""The Fellowship of the Ring"" to the end of the battle at Helm's Deep in ""The Two Towers"". The obvious implication of this is that the film's story is a highly condensed version of the story from the books. I enjoy the original stories and more thorough adaptations, but the liberties taken to compress the story didn't bother me, even the choice to leave Arwen out of the story. Enough of the key elements of the story were in this film to keep me engaged for the duration and there was even a novelty in being able to breeze through half the Lord of the Rings story in 132 minutes. The battle scenes were impressive and in particular the orc march to and battle at Helm's Deep were tremendous.<br /><br />Ralph Bakshi's version of ""The Lord of the Rings"" isn't perfect and no doubt a number of Lord of the Rings readers lament the cuts to the story. However, for me the drawbacks of this film were minor compared to the thrill of seeing an effective adaptation of half of a great trilogy. My only strong lament is that I am unable to see the second part of this ""first great tale"" of The Lord of the Rings since Bakshi was not given the budget to create a sequel.",positive
"This film is probably Hal Hartley's best one. The subject, of a unusual originality, is treated (that's usual with Hal Hartley) with great humor. This characteristic isn't at all the only quality of this film: the fussy frame composition (everything is parallel, until the smallest details), shooting angles, lighting, giving a more supernatural dimension to these blurred images (Jesus' coming down couldn't be filmed in a conventional way), the falsely ""poser"" acting, are qualities that make this Bible re-reading, carried out in the form of an apocalyptic delirium, essential.",positive
"Released as Zentropa in North America to avoid confusion with Agniezska Holland's own Holocaust film Europa Europa, this third theatrical feature by a filmmaker who never ceases to surprise, inspire or downright shock is a bizarre, nostalgic, elaborate film about a naive American in Germany shortly following the end of WWII. The American, named Leo, doesn't fully get what he's doing there. He has come to take part in fixing up the country since, in his mind, it's about time Germany was shown some charity. No matter how that sounds, he is not a Nazi sympathizer or so much as especially pro-German, merely mixed up. His uncle, who works on the railroad, gets Leo a job as a helmsman on a sleeping car, and he is increasingly enmeshed in a vortex of 1945 Germany's horrors and enigmas.<br /><br />This progression starts when Leo, played rather memorably by the calm yet restless actor Jean-Marc Barr, meets a sultry heiress on the train played by Barbara Sukowa, an actress with gentility on the surface but internal vigor. She seduces him and then takes him home to meet her family, which owns the company which manufactures the trains. These were the precise trains that took Jews to their deaths during the war, but now they run a drab day-to-day timetable, and the woman's Uncle Kessler postures as another one of those good Germans who were just doing their jobs. There is also Udo Kier, the tremendous actor who blew me away in Von Trier's shocking second film Epidemic, though here he is mere scenery.<br /><br />Another guest at the house is Eddie Constantine, an actor with a quiet strength, playing a somber American intelligence man. He can confirm that Uncle Kessler was a war criminal, though it is all completely baffling to Leo. Americans have been characterized as gullible rubes out of their element for decades, but little have they been more blithely unconcerned than Leo, who goes back to his job on what gradually looks like his own customized death train.<br /><br />The story is told in a purposely uncoordinated manner by the film's Danish director, Lars Von Trier, whose anchor is in the film's breathtaking editing and cinematography. He shoots in black and white and color, he uses double-exposures, optical effects and trick photography, having actors interact with rear-projected footage, he places his characters inside a richly shaded visceral world so that they sometimes feel like insects, caught between glass for our more precise survey.<br /><br />This Grand Jury Prize-winning surrealist work is allegorical, but maybe in a distinct tone for every viewer. I interpret it as a film about the last legs of Nazism, symbolized by the train, and the ethical accountability of Americans and others who appeared too late to salvage the martyrs of these trains and the camps where they distributed their condemned shiploads. During the time frame of the movie, and the Nazi state, and such significance to the train, are dead, but like decapitated chickens they persist in jolting through their reflexes.<br /><br />The characters, music, dialogue, and plot are deliberately hammy and almost satirically procured from film noir conventions. The most entrancing points in the movie are the entirely cinematographic ones. Two trains halting back and forth, Barr on one and Sukowa on another. An underwater shot of proliferating blood. An uncommonly expressive sequence on what it must be like to drown. And most metaphysically affecting of all, an anesthetic shot of train tracks, as Max von Sydow's voice allures us to hark back to Europe with him, and abandon our personal restraint.",positive
"Mother Night is one of my favorite novels and going to see this I was expecting a huge disappointment. Instead I got a film that perfectly portrays the irony, humor, elequence, and above all else the crushing sadness of Vonnegut's novel.<br /><br />This is certainly Nolte's best preformance to date. He captures the defeat and selfloathing of Howard Cambell Jr. consistently from the subtle intonations of his speech to the held back tears behind his eyes.<br /><br />Alan Arkin is absolutly hilarious as George Kraft. Sherryl Lee is haunting in her detachment from reality as Cambell's young lover. John Goodman is understated and more than effective as Cambell's ""Blue Fairy Godmother.""<br /><br />This Pinnocioesque story of Cambell trying to be his own ideal hero and unwittingly becoming his ideal tragic villian is a mature and vivid look into what we are as people. And aside from that, it is one of the most deeply romantic films I have ever come across. Cambell is the incarnation of both foolish and wise love. And at the films sastifyingly painful conclusion, he finally learns what it means to be a real boy as his Blue Fairy Godmother grants him his wish. And he realizes that...well, watch the movie and you'll see.<br /><br />Mother Night is without a doubt in my mind one of the best films ever made. It is a beautiful poetic story that digs deep within our emotions and is completely faithful to its original author.",positive
"I love cartoons. They can show things that films with 'real' actors and scenery cannot - though computer effects are changing that more and more. They can push the boundaries of satire ('The Simpsons'), good taste ('South Park'), spectacle ('Aladdin'), or reality ('Toy Story'). There are some good examples of this in 'Ice Age', such as when we see a motley herd of now-extinct mammals migrating across countryside, chatting like old friends. Such scenes are a pleasure to watch, as we get the feeling of both the familiar and the strange at the same time, usually in a way that makes us laugh. While Ice Age is not as good as the top animated movies of all time, it's a really fun film. Sit back, enjoy the deliberate anachronisms, the lovely backgrounds and the belly-laughs.<br /><br />The story follows Manfred the grumpy mammoth, Sid, an idiotic sloth, and Diego, a sabretooth tiger, as they take a human baby back to his tribe - for very different reasons. On the way, naturally, they have a whole lot of problems. Also popping up throughout the journey is Scrat, history's unluckiest rodent, who is desperately trying to bury an acorn for the winter: in glaciers, on top of dead trees, in ice-caves. His opening scene is a classic.<br /><br />It's a simple story with a very predictable end and a middle that is just a series of funny incidents with some character-building moments thrown in, but some of the scenes, such as the nappy-changing or the dodos, are hilarious, the animals are likeable and it looks good. There is one quite touching moment too, when cave paintings of mammoths come to life in front of Manfred's eyes.<br /><br />Not a must-see, but good for a fun hour or so.<br /><br />7/10",positive
"Sporting a title seemingly more suitable for a Looney Tunes featurette than a grisly giallo, ""Don't Torture a Duckling"" (1972) is nonetheless a Grade A thriller from horror maestro Lucio Fulci. In this one, someone has been strangling the preteen boys in a rural, southern Italian village and, typical for these gialli, there are many suspects. There's Barbara Bouchet (Patrizia), looking more scrumptiolicious than you've ever seen her, a rich girl hiding out after a drug scandal; Florinda Bolkan (Martiara), the local epileptic voodoo woman; her witchcraft-practicing beau; Giuseppe, the local idiot; the sweet-faced priest; his dour mother; and on and on. The film features some unusually violent set pieces, including a chain whipping of one of the main characters in a graveyard (one of the most realistically bloody sequences that I've ever seen) and a nifty dukeout when the killer is ultimately revealed. The film's bursts of violence compensate for the fact that there are no real scares or suspense to speak of. Still, this giallo fascinates, with its unusual rural backdrop, unsettling child murders, oddball characters, and freaky score by Riz Ortolani. The film has been beautifully photographed in what I presume to be Monte Sant'Angelo, near the Adriatic in southern Italy (at least, that town's police force is thanked in the closing credits). And while subtitling would've made this fine-looking DVD work even better (the American slang doesn't convince in this rural Italian setting), Anchor Bay is to be thanked for another job well done. Oh...that title DOES eventually make perfect sense, too!",positive
"Saw this film at the NFT in London where it was showing as part of the BFI's John Huston season. I wasn't really sure what to expect and the first few minutes of the film gave very little away. In fact the rest of the film continued to give little away! No real plot, no action, no suspense, very little drama and, except for a short section at the very end, no scenery.<br /><br />The result of lack of all of these features was, however, a wonderful film. I don't fully understand why, but I think that its understated nature made the film almost completely perfect. The acting, script and, most important of all, the casting were all spot on and I can't remember walking away from a cinema feeling so good, but I still can't work out why. I just know that I will be getting the DVD (this is one of those films that will, I am sure, be just as good on the small screen as the cinema experience, provided that you can find somewhere quiet to watch it!) and I will be watching it again soon. I will be also interested to find out what my family and friends think of it. I'm sure that it will not be everybody's choice but I am convinced that a large number will agree with my view.<br /><br />9 out of 10.",positive
"Yes it was a little low budget, but this movie shows love! The only bad things about it was that you can tell the budget on this film would not compare to ""Waterworld"" and though the plot was good, the film never really tapped into it's full potential! Strong performances from everyone and the suspense makes it worthwhile to watch on a rainy night.",positive
"Although Cameron Grant was clearly hired to replace Andrew Blake over at Ultimate Pictures when the latter started his own company (Studio A), he practically outdid the ""Master"" right out of the gate when it came to setting up steamy sex scenes. So, while all the window dressing Blake had pioneered (starlets in fetish lingerie and sun glasses, coiffed and made up as if they're about to hit the catwalk) remained very much present and accounted for, Grant added his own personal spin to the carnal content. In doing so, he raised the heat to a level that had eluded Big A ever since his first  and IMHO best  film NIGHT TRIPS. Cam's maiden effort, ELEMENTS OF DESIRE, might still have been handicapped by an overly slavish adherence to the Blake aesthetic (with a surfeit of girl on girl gropes), but his subsequent DINNER PARTY already shows him at the top of his form in what must surely rank as his masterpiece.<br /><br />The title spells out the premise as a group of well to do friends and acquaintances gather over dinner to swap sexy stories, with an extended orgy at the conclusion. Scrumptious Juli Ashton and Tammy Parks smear food stuff all over each other's flawless physiques in their kitchen sequence that is sure to delight those with a taste towards combining pleasures of the palette with those of the flesh. Busty Crystal Gold (here : ""Catalina"") was rarely more than a reliable second-stringer, adding spice to several Ona Zee bargain basement noirs, yet looks absolutely stunning here in a romantic four poster frolic with Fabio lookalike Vince Voyeur. Beautiful blondes Kylie Ireland and Yvonne, making out with Marc Davis (for the record, the latter two were an item at the time) under a waterfall, complete the eye candy section of the movie.<br /><br />Time to get cooking ! Early Jenna Jameson (""Daisy"" back then) foreshadows the greatness to come as she drains Frank Towers (""Mark Slade"" on his subsequent shift to the gay side of the industry) of all vital juices, albeit with a little help from brunette Diva for effective contrast, the scene's stylish industrial setting providing an atmospheric backdrop to the full tilt sex taking place. Impossibly hunky construction worker Gerry Pike seeks to cool off on a sweltering summer day by hosing down, a prospect too tantalizing for prim 'n' proper business woman Asia Carrera (at her all time most achingly pretty) to pass up. Best of show must be the imaginative sequence that has nasty Norma Jeane and handsome Sean Michaels teasing the pants off each other  for starters !  while separated by a glass partition right until the predictably splashy conclusion.<br /><br />With sex that proves either artsy or hot, and more often than not both, Grant has concocted a veritable smörgåsbord of fleshy wares to continue the film's gastronomic analogy the title implies. Couples may be the prime intended audience, but an alternation between naughty 'n' nice should rightfully include that ""something for everything"" recipe so many adult features are aiming for. Acting as his own DoP, the director shows great eye for detail, like the shot of Asia Carrera's pristine white shoes being spattered with mud, enriching his vision. This marks him out as a great filmmaker rather than a merely serviceable one, as was the case with Nick Steele who stepped up to take his place at Ultimate  effectively making him a replacement's replacement ?  when he packed up for greener pastures.",positive
"This is one of the best sequels around and a very good movie too even there were some mistakes but still I enjoyed it. This time, Charles is not just fighting one or two muggers but a whole army of them. Death Wish 3 has a lot great action scenes and I enjoyed it every single second of it. Director Michael Winner knows how to direct a good action movie like this and Jimmy Page providing the music, with producers Golan and Globus still doing there thing and Charles Bronson is still acting good for Paul Kersey. This movie also made it look like that Michael try to end the Death Wish series and I can't blame him and I love the Gun that Charles uses. Death Wish 3 is one of the great movies of 1985 and can't get any better than this.<br /><br />I gives this 9/10",positive
"I especially liked the ending of this movie--I really felt what the characters must have felt, which I think is a mark of good directing. I was tickled with how the new hire at the record store turned out--great character development there, even though his ""role"" would probably be considered minor.<br /><br />I was also impressed that the entire film, while dark in its subject matter, was free from gratuitous nudity, profanity, and violence. Sadness, sexuality, and darkness can all be communicated (often better) by what is left unsaid, but it seems that this is often unique to really ""classy"" films and actors. Kudos to the film-maker for that.",positive
"""I moved out here to get away from this kind of thing!"" The small town sheriff laments.<br /><br />""This happens a lot in Chicago?"" His deputy asks.<br /><br />Well, no, not really. The plot is that a group of Martians mistake a Halloween Rebroadcast of Orson Welles' War of the Worlds as an account of a real Martian invasion, and conclude they need to get in on the action! What follows are a bunch of mishaps involving the Martian's haphazard attempts to conquer the town of ""Big Bean, IL"". Everyone concludes they are kids in really good costumes, except for the Sheriff's daughter and her friend, a kid in a duck suit.<br /><br />The Martians themselves are comical, and you get the impression they are no threat to anyone but themselves pretty early on. It's a fun family movie.",positive
"Don't believe all of the negative reviews this movie receives. Yes, it is cheaply made. Yes, the gore is laughable. And, yes, the acting is sub-par. However, this is a textbook example of an early slasher flick, and if that is your ""thing"" (its mine!) then you will enjoy this one. There are enough good aspects to this movie to more than compensate for the drawbacks. For one, the score by a then unknown Christopher Young is very creepy and accents the violence perfectly. The ending is a welcomed break from the predictable upbeat endings of most movies. And last, but not least, the setting is what made the film for me. The makers of this film could have done a much better job ""dressing"" the set to make it more believable as a college dorm. However, if you can overlook this flaw, the setting is great. Four collegiates all alone in a huge, abandoned, condemned building just waiting to be torn down.... it reaks of possibility. When watching, allow your imagination to do some of the work and you may enjoy this film as much as I did.",positive
"There are many reasons to watch this movie: to see the reality that whips Latin America with regard to the kidnappings thing, the police corruption at continental level, among so many realities that we live the Latins. <br /><br />The performance of Denzel Wahington was brilliant, this guy continues being an excellent actor and that it continues this way. Dakota Fanning just by 10 years, an excellent actress has become and I congratulate her. The rest of the movie was of marvel, I have it in my collection. <br /><br />I hope that they are happened to those producing of Hollywood to make a movie completely in Venezuela, where they show our reality better with regard to the delinquency, the traffic of drugs or the political problems. They have been few the movies that they play Venezuelan land (for example: Aracnophobia, Jungle 2 Jungle, Dragonfly) they should make more, as well as they make in Mexico.<br /><br />The song ""Una Mirada"" I hope that it leaves in the soundtrack, it is excellent. My vote is 10/10",positive
"For many years, Samuel Goldwin tried to bring his friend Jascha Heifetz to the screen. One evening when Goldwyn and his wife Frances were having dinner with Heifetz and his wife, silent screen star Florence Vidor, Goldwyn proposed that Heifetz star in a movie. After some persuasion, Heifetz agreed, on the condition that his acting be kept to a minimum. And the movie, originally titled ""Music School"" was born.<br /><br />The story itself is rather stock: A streetwise boy (Gene Reynolds, who is best known as the producer of ""M*A*S*H""), runs away from home and ends up at a financially troubled music school run by Professor Lawson (Walter Brennan). While attempting to raise funds for the school, the boy and some other kids happen across Heifetz at Carnegie Hall. After much ado, Heifetz ends up appearing at the school concert and sponsoring the school. <br /><br />The story, while predictable,is surprisingly well written, although the film contains several minor gaffes where different scenes were patched together, the most obvious being the young cellist who is sent out of the orchestra room on an errand and is seen sitting in the orchestra a few seconds later.<br /><br />What is not surprising is how good the acting is. As was customary for studios then, the studio surrounded the inexperienced star with veteran talent: Brennan, Joel McCrea, Andrea Leeds, Porter Hall, Marjorie Main (later of Ma and Pa Kettle fame), Arthur Hohl, Paul Harvey, and a Who's Who of character actors. Actress Diana Lynn and singer/actress Kaye Connor made their (uncredited) debuts in this film, as did longtime Nelson Eddy singing partner Gale Sherwood (as Jacqueline Nash). Child veteran actors Reynolds, Walter Tetley and Terry Kilburn also appear.<br /><br />Goldwyn hired the Peter Meremblum Symphony, a highly regarded youth orchestra from the Los Angeles Area, to appear in the film. Most of the kids in the orchestra weren't actors, but they were excellent musicians, as good as professionals (which many of them later became). Many of the kids in the orchestra went on to noteworthy careers: Kaye Connor and Diana Lynn both starred in the theater and movies, Richard Berres was a producer and director, Mitchell Lurie founded a well-known music supply company, Elliott Rapaport went on to be a prominent cardiologist, Lewis Elias was a band leader, Thomas Facey a conductor with different symphonies, Channing Robbins a prominent instructor at the Julliard School, his sister Joyce Robbins an instructor witn SUNY Stonybrook, and many of the kids in the orchestra pursued musical careers with major symphony orchestras.<br /><br />While Heifetz's acting was kept to a minimum, his salary wasn't. He commanded $70,000 for seven weeks. When some scenes had to be re-shot at a later date, he got an additional $50,000 for another four weeks. What thankfully wasn't kept to a minimum was his musical output. Composer Alfred Neumann (who was once a Meremblum Orchestra conductor) handled the scoring. Heifetz performs the ""Introductionne and Rondo Capriccioso"" by Camille Saint-Saens, his own arrangement of Manuel Ponce's ""Estrellita"" (with an off-screen Teddy Saidenberg accompanying), Dinicu's devilishly difficult ""Hora Staccato"" (from a Vitaphone recording, with Emanuel Bay at the piano), an excerpt from Tchaikovsky's ""Melody"", an excerpt arranged for violin solo from Tchaikovsky's well-known ""Adante Cantabile"" from his opus 11 string quartet (played during the opening credits at the beginning of the movie), and the final movement from Felix Mendelssohn-Barthody's E Minor Violin Concerto. During all of these performances, there are many closeups of Heifetz's performing, including some very close shots of his fingering and bowing, something that would be of value to violinists desiring to study his technique.<br /><br />The Meremblum orchestra also shines here, performing the arias ""Caro Nome"" by Verdi and ""Casta Diva"" by Bellini, (both with Sherwood singing ), an arrangement of the overture from Rossini's ""Barber of Seville"", a short excerpt from Mozart's ""Eine Kleine Nachtmusik"", and the previously-mentioned Mendelssohn concerto (with Heifetz). Diana Lynn can be heard in the background of one scene, performing part of Chopin's Nocturne in B-flat Minor, and a five year old Mary Ruth performs Chopin's popular ""Minute"" Waltz.<br /><br />All in all, this is an excellent movie. AMC showed this regularly up until early 1992. I haven't seen it on television in recent years, but copies of it are not difficult to obtain. If you have the chance, I highly recommend that you view the movie.",positive
"So i consider myself pretty big into the anime scene, with very few shows i simply WILL NOT WATCH.<br /><br />this show, however, i would recommend to anyone.<br /><br />Quite possibly the most Original series to date, it;s got just about everything i could ask for. A side story, so to speak, about an unconditional love that will NOT be admitted to, a very blatant comedy, and a very well put together voice acting cast (both Japanese and American translation).<br /><br />If not for the terribly funny aspect to it, it would be, just another anime.<br /><br />More or less, as i have noticed, a 'love it or hate it', very few people i have seen introduced to this series will end up with a distaste for it.<br /><br />Original to the core, with everything you could ask for in an afternoon, bet the house on this series. I'm ready to ASSURE you that you will enjoy it.",positive
"I saw this film at the Santa Barbara Film Festival, and there was not a dry eye in the house. It is incredible to see not only what a great person Darius is, but how admirable the rest of the team is too and at such a young age.<br /><br />It also made me think how disgusting MTV was, and how on being given an opportunity to involve and inspire in a positive way, they declined. Shows you whether they really care about the youth and their viewers at all.<br /><br />It's a wonderful and heart warming true story...take your tissues but it's great to see how caring and inspiring youth of today can be.",positive
"<br /><br /> I suppose this is not the best film ever made but I voted it at 10 stars all the same. Mainly because of my feelings at the end. I and all the people around me were simply touched. This is something you don't often feel . We are all getting a bit cynical and fed up with over sentimentality, lazy manipulation or preaching in modern films. The story of the film centres around Jane a young woman in the last stages of MND and the friendship that grows between her and Richard, a man on the verge of a breakdown. This could have so easily been a dull and worthy piece but it is so humorous, humane and lacking in sentimentality that it wins you over completely and against the odds is a feel good movie. <br /><br />The acting from Branagh and Bonham-Carter is superb especially the latter who is always believable and strong in her role. The chemistry between the two also lifts the movie. <br /><br />The title comes from Richards masterpiece, a plane made of junk and his old paintings. Flying here is a symbol for both Richards and Janes living life to the full so that one can carry on and the other can face the end. <br /><br />A beautiful and funny movie that I would recommend to anyone. don't let the subject matter put you off.",positive
"I have always loved the ironic symbolism and brilliant cinematography of Coppola's masterpiece. I was lucky enough to meet Martin Sheen outside the Santa Monica Civic Auditorium one night in 1981, as he waited for Charlie and Emilio to leave a concert. He was very humble about the praise I shared with him for this work of art, especially his portrayal of the young Captain. This is, without a doubt, a must see, a complete 10 and an important part of American Film History. ""Charlie Don't Surf"". Robert Duvall's famous line (the other one) does not need repeating as it has become an oft repeated anthem and his Pattonesque character will long be remembered as a classic American war hawk in the John Wayne tradition. It is a surprise to see how young Laurence Fishburne looks.",positive
"Slausen's Lost Oasis. . . a place for food, fun. . . and MURDER! After a guy disappears on his way to a gas station, a group of her friends head out on a trip to search for him. They come across a wax museum where they think their friend might have ended up. Unfortunately for the friends, however, the owner of the roadside attraction possesses the power to control his wax mannequins and use them for evil. One by one, the tourists are stalked down and killed by Slausen and his legion of wax dummies. Can the friends escape or will they fall to the same fate as their lost friend? Following in the footsteps (and twisting them around) of the great classic wax films (House of Wax, Mystery of the Wax Museum), Tourist Trap takes the slasher genre to a whole new level of strange and fascinating with its bizarre story and style. As far as character development, action, dialogue, flow, etc., it seems to be just a basic slasher flick. But, it goes far beyond that as the director takes control of the plot and moves it to the supernatural thriller it is. The acting ranges from acceptable (from the main cast) to very good (from backwoods-showman Mr. Slausen (played by Western-legend Chuck Connors)). The writing moves well and the dialogue is well structured, but there are some flaws in logic as the film moves deeper into the story. Also, some scenes are a bit silly, like the moaning-mannequin attack on Becky. It's nothing, however, that would detract from the effect of the film. As one would expect from a film about wax dummies, it is full of the endless creepiness supplied by the mannequins. It's strange that a (mostly) inanimate object can just sit still and somehow be so unsettling. . . perhaps it's the human likeness, or the blank stare, or the fact that you know it's about to spring an attack. . . whatever it is, the dolls are extremely spooky and that effect is used very well throughout the entirety of the film. As far as slashers go, it's one of the best, and it stands as one of the creepiest films I've ever seen.<br /><br />Obligatory Slasher Elements:<br /><br />- Violence/Gore: The film is full of some cool deaths. The gore isn't excessive, but it's done well and leaves it as being realistic.<br /><br />- Sex/Nudity: There is an extended skinny-dipping scene with the very attractive lead females (though 'very attractive' barely begins to describe the ravishing future-angel Tanya Roberts) but it's all a tease as the girls remain mostly underwater. They do remain scantily clad throughout the film, however.<br /><br />- Cool Killer(s): Creepy is just the beginning of Slausen and his mannequins. One of the best killers in the slasher subgenre.<br /><br />- Scares/Suspense: From the opening scene on, the film maintains a great blend of the creepiness of the mannequins, jump scares from the attacks, and a strong level of suspense in the stranded situation. . . it's all very well done to make for a genuinely scary film.<br /><br />- Mystery: Well, mystery wasn't really the point of the film. . . just the meaning behind all of it is what matters.<br /><br />- Awkward Dance Scene: All these cute girls and not a single dance. Shame.<br /><br />Final verdict: 8/10. See this creepy slasher!<br /><br />-AP3-",positive
"I am an Australian currently living in Japan. I saw this movie on TV here and was very impressed by the accuracy and honesty in the portrayal of Western and Japanese ideologies colliding. Whoever wrote the screenplay, and directed this film must have a good knowledge of what it's like to be a foreigner living in Japan. The only part I thought was too Hollywood-y was when Tom Selleck's character kisses the woman in the middle of her office and she lets him. Public displays of affection are not really acceptable here. Finally a movie that highlights the true 'gaijin' experience! 9/10",positive
"This highly derivative film will be entertaining for the many who have not seen some of the more obscure anime films. I enjoyed most of it, especially after the rather flat opening minutes in the museum (although the pre-title sequence is very entertaining and includes some of the better bits of animation). James Garner as the Commander and Leonard Nimoy as the King give impressive performances.",positive
"This much anticipated DVD memento of Rush's visit to South America in 2002 is possibly the finest rock video ever set down on disc.The picture and sound production values are amazing,even more so as they constantly battled the elements to bring this production off. All the tracks you would expect from the RUSH catalogue are here from Tom Sawyer to The Pass gloriously reproduced for the frankly,orgiastic Brazilian crowd.They actually singalong to YYZ-which is an instrumental, and gives you an indication of their fervour!The first disc is the concert and the second disc contains 3 multi angle set-pieces -la Villa Strangiato,YYZ and the awesome drum solo, plus a 30 minute documentary about the bands visit to Brazil. All in all this is a triumph and all serious classic rock fans should own a copy.",positive
